anio,mes,conglomerado,muestra,selviv,hogar,region,llave_panel,estrato,condicion_ocupacion,ingreso_total,sexo,edad,nivel_educativo_cod,anios_educacion
2024,12,29879,1,72,1,1,202409298791007213,1.0,Ocupado,1800.0,1,28,9,3
2024,12,29879,1,72,1,1,202409298791007214,1.0,Ocupado,515.0,1,20,9,3
2024,12,2633401,1,38,1,1,20240926334011003811,1.0,Ocupado,12500.0,1,47,12,2
2024,12,2633401,1,38,1,1,20240926334011003812,1.0,Ocupado,253.0,2,50,11,5
2024,12,2633401,1,38,1,1,20240926334011003813,1.0,Desocupado,,2,17,6,5
2024,12,2633401,1,38,1,1,20240926334011003814,1.0,Ocupado,,2,11,,5
2024,12,26391,1,10,1,1,202312263911001011,1.0,Ocupado,1533.0,1,64,6,5
2024,12,26391,1,10,1,1,202312263911001012,1.0,Ocupado,1550.0,2,55,6,5
2024,12,26391,1,10,1,1,202312263911001014,1.0,Desocupado,,1,20,10,1
2024,12,26391,1,10,1,1,202312263911001015,1.0,Ocupado,1300.0,2,13,,5
2024,12,26391,1,11,1,1,202312263911001111,1.0,Ocupado,2800.0,1,58,11,5
2024,12,26391,1,11,1,1,202312263911001112,1.0,Ocupado,2500.0,2,56,10,3
2024,12,26391,1,12,1,1,202312263911001211,1.0,Ocupado,1800.0,1,79,10,4
2024,12,26391,1,12,1,1,202312263911001212,1.0,Desocupado,,2,83,6,5
2024,12,26391,1,12,1,1,202312263911001213,1.0,Ocupado,1900.0,1,51,11,5
2024,12,22093,1,100,1,1,202409220931010011,1.0,Ocupado,1785.0,2,49,6,5
2024,12,22093,1,100,1,1,202409220931010012,1.0,Ocupado,1100.0,2,29,9,3
2024,12,22093,1,102,1,1,202409220931010211,1.0,Desocupado,,1,82,3,3
2024,12,22093,1,102,1,1,202409220931010212,1.0,Desocupado,,2,80,1,5
2024,12,22093,1,102,1,1,202409220931010213,1.0,Desocupado,,2,54,6,5
2024,12,22093,1,102,1,1,202409220931010214,1.0,Desocupado,,1,20,10,2
2024,12,22093,1,103,1,1,202409220931010311,1.0,Ocupado,1025.0,2,34,6,5
2024,12,22093,1,103,1,1,202409220931010312,1.0,Desocupado,,2,15,5,2
2024,12,22093,1,103,1,1,202409220931010313,1.0,Ocupado,1300.0,2,13,,5
2024,12,22093,1,103,1,1,202409220931010314,1.0,Ocupado,,2,6,,5
2024,12,22093,1,103,1,1,202409220931010315,1.0,Ocupado,,2,6,,5
2024,12,22093,1,99,1,1,202409220931009911,1.0,Desocupado,,1,80,3,3
2024,12,22093,1,99,1,1,202409220931009912,1.0,Desocupado,,2,77,3,1
2024,12,22093,1,99,1,1,202409220931009913,1.0,Ocupado,3000.0,2,59,11,5
2024,12,22271,1,33,1,1,202312222711003311,1.0,Ocupado,3120.0,1,45,6,5
2024,12,22271,1,33,1,1,202312222711003312,1.0,Desocupado,,2,47,6,5
2024,12,22271,1,35,1,1,202312222711003511,1.0,Ocupado,260.0,1,56,6,5
2024,12,2230701,1,31,1,1,20240922307011003111,1.0,Ocupado,1559.0,1,20,10,2
2024,12,2230701,1,31,1,1,20240922307011003112,1.0,Desocupado,,2,18,10,1
2024,12,2230701,1,33,1,1,20240922307011003311,1.0,Ocupado,2115.0,1,73,8,1
2024,12,2230701,1,33,1,1,20240922307011003312,1.0,Ocupado,150.0,2,70,6,5
2024,12,2230701,1,33,1,1,20240922307011003313,1.0,Ocupado,981.0,1,34,10,3
2024,12,22860,1,55,1,1,202312228601005511,1.0,Ocupado,883.0,2,59,6,5
2024,12,22860,1,58,1,1,202309228601005811,1.0,Ocupado,1200.0,1,61,5,4
2024,12,22860,1,58,1,1,202309228601005812,1.0,Desocupado,,1,16,7,6
2024,12,47514,1,55,1,1,202309475141005511,1.0,Desocupado,,1,72,6,5
2024,12,28120,1,77,1,1,202312281201007711,1.0,Ocupado,4040.0,1,49,12,2
2024,12,28120,1,77,1,1,202312281201007712,1.0,Desocupado,,2,16,6,5
2024,12,28120,1,77,1,1,202312281201007713,1.0,Desocupado,,1,14,5,3
2024,12,28120,1,77,1,1,202312281201007714,1.0,Ocupado,,2,10,,5
2024,12,28120,1,77,1,1,202312281201007715,1.0,Desocupado,,2,84,1,5
2024,12,28120,1,78,1,1,202312281201007811,1.0,Ocupado,1100.0,2,35,6,5
2024,12,28120,1,78,1,1,202312281201007812,1.0,Desocupado,,2,15,5,3
2024,12,28120,1,78,1,1,202312281201007813,1.0,Ocupado,1835.0,1,13,,5
2024,12,28120,1,78,1,1,202312281201007814,1.0,Ocupado,,1,10,,5
2024,12,19586,1,63,1,1,202312195861006311,1.0,Ocupado,1800.0,1,47,6,5
2024,12,19586,1,63,1,1,202312195861006312,1.0,Desocupado,,2,49,6,5
2024,12,19586,1,63,1,1,202312195861006313,1.0,Desocupado,,2,19,8,2
2024,12,19586,1,63,1,1,202312195861006314,1.0,Ocupado,,2,12,,5
2024,12,19586,1,64,1,1,202312195861006411,1.0,Ocupado,3002.0,1,59,6,5
2024,12,19586,1,64,1,1,202312195861006412,1.0,Ocupado,1083.0,2,50,9,3
2024,12,19586,1,64,1,1,202312195861006413,1.0,Desocupado,,1,16,6,5
2024,12,19586,1,64,1,1,202312195861006414,1.0,Ocupado,1835.0,1,13,,5
2024,12,19586,1,65,1,1,202312195861006511,1.0,Ocupado,4900.0,1,53,9,3
2024,12,19586,1,65,1,1,202312195861006512,1.0,Ocupado,866.0,2,37,6,5
2024,12,19586,1,65,1,1,202312195861006513,1.0,Desocupado,,1,16,5,4
2024,12,19586,1,65,1,1,202312195861006514,1.0,Ocupado,,2,10,,5
2024,12,19586,1,70,1,1,202312195861007011,1.0,Ocupado,2700.0,1,61,6,5
2024,12,19586,1,70,1,1,202312195861007012,1.0,Desocupado,,2,59,8,2
2024,12,1968702,1,63,1,1,20231219687021006311,1.0,Ocupado,1300.0,2,45,,5
2024,12,1968702,1,63,1,1,20231219687021006313,1.0,Ocupado,1835.0,1,24,,5
2024,12,1968702,1,63,1,1,20231219687021006314,1.0,Ocupado,2200.0,1,27,10,2
2024,12,1968702,1,63,1,1,20240319687021006314,1.0,Desocupado,,2,28,6,5
2024,12,1968702,1,63,1,1,20231219687021006315,1.0,Ocupado,,2,7,,5
2024,12,1968702,1,63,1,1,20240319687021006316,1.0,Ocupado,,2,7,,5
2024,12,1968702,1,63,1,1,20231219687021006316,1.0,Ocupado,,1,1,,5
2024,12,1968702,1,64,1,1,20231219687021006411,1.0,Desocupado,,1,78,6,5
2024,12,1968702,1,64,1,1,20231219687021006412,1.0,Ocupado,1300.0,2,70,,5
2024,12,1968702,1,64,1,1,20231219687021006413,1.0,Desocupado,,2,35,9,3
2024,12,1968702,1,64,1,1,20231219687021006414,1.0,Ocupado,1835.0,1,13,,5
2024,12,1968702,1,64,1,1,20231219687021006415,1.0,Ocupado,,1,9,,5
2024,12,1968702,1,65,1,1,20231219687021006511,1.0,Ocupado,3485.0,2,36,6,5
2024,12,1968702,1,65,1,1,20231219687021006513,1.0,Ocupado,,1,12,,5
2024,12,1968702,1,66,1,1,20231219687021006611,1.0,Desocupado,,1,27,11,5
2024,12,19710,1,87,1,1,202312197101008711,1.0,Ocupado,1000.0,1,67,11,5
2024,12,19710,1,87,1,1,202312197101008712,1.0,Desocupado,,2,66,11,5
2024,12,19710,1,87,1,1,202312197101008713,1.0,Ocupado,1200.0,2,25,11,6
2024,12,19710,1,89,1,1,202312197101008911,1.0,Desocupado,,2,67,8,1
2024,12,19710,1,89,1,1,202312197101008912,1.0,Ocupado,1300.0,2,27,,5
2024,12,19710,1,89,1,1,202312197101008913,1.0,Desocupado,,1,16,5,3
2024,12,19710,1,89,1,1,202312197101008914,1.0,Ocupado,1835.0,1,13,,5
2024,12,19710,1,90,1,1,202312197101009011,1.0,Ocupado,2400.0,1,44,6,5
2024,12,19710,1,90,1,1,202312197101009012,1.0,Ocupado,1200.0,2,37,8,2
2024,12,19710,1,90,1,1,202312197101009013,1.0,Desocupado,,2,18,6,5
2024,12,19710,1,90,1,1,202312197101009014,1.0,Ocupado,1835.0,1,13,,5
2024,12,20092,1,44,1,1,202309200921004411,1.0,Ocupado,866.0,1,67,6,5
2024,12,20092,1,45,1,1,202309200921004511,1.0,Ocupado,1515.0,1,51,6,5
2024,12,20092,1,46,1,1,202309200921004611,1.0,Ocupado,210.0,2,30,4,5
2024,12,20092,1,46,1,1,202309200921004612,1.0,Ocupado,1300.0,2,13,,5
2024,12,20092,1,46,1,1,202309200921004613,1.0,Ocupado,,2,8,,5
2024,12,20092,1,47,1,1,202309200921004711,1.0,Desocupado,,2,68,8,1
2024,12,20092,1,47,1,1,202309200921004712,1.0,Desocupado,,1,43,11,5
2024,12,2542401,1,49,1,1,20230925424011004911,1.0,Desocupado,,1,65,12,2
2024,12,2542401,1,49,1,1,20230925424011004912,1.0,Desocupado,,2,66,11,5
2024,12,2542401,1,50,1,1,20230925424011005011,1.0,Ocupado,5800.0,2,45,12,2
2024,12,2542401,1,50,1,1,20230925424011005012,1.0,Ocupado,2000.0,1,23,11,5
2024,12,2542401,1,50,1,1,20230925424011005013,1.0,Desocupado,,1,21,10,4
2024,12,2542401,1,50,1,1,20230925424011005014,1.0,Ocupado,1500.0,2,39,11,5
2024,12,27056,1,62,1,1,202312270561006211,1.0,Desocupado,,2,50,8,1
2024,12,49911,1,345,1,1,202312499111034511,1.0,Desocupado,,1,71,9,3
2024,12,49911,1,345,1,1,202312499111034512,1.0,Desocupado,,2,73,11,5
2024,12,49911,1,347,1,1,202412499111034711,1.0,Ocupado,7000.0,2,36,12,2
2024,12,49911,1,348,1,1,202312499111034811,1.0,Desocupado,,1,67,12,2
2024,12,49911,1,348,1,1,202312499111034812,1.0,Ocupado,3500.0,2,55,12,1
2024,12,49911,1,348,1,1,202312499111034813,1.0,Desocupado,,1,19,10,2
2024,12,2828002,1,76,1,1,20240928280021007611,1.0,Ocupado,1350.0,1,28,8,1
2024,12,2828002,1,76,1,1,20240928280021007612,1.0,Ocupado,346.0,2,63,11,5
2024,12,2828002,1,76,1,1,20240928280021007613,1.0,Ocupado,1516.0,2,32,9,3
2024,12,2828002,1,76,1,1,20240928280021007614,1.0,Ocupado,1299.0,1,35,4,5
2024,12,2828002,1,76,1,1,20241228280021007615,1.0,Ocupado,,1,,,5
2024,12,2828002,1,77,1,1,20240928280021007711,1.0,Ocupado,650.0,1,27,5,3
2024,12,2828002,1,77,1,1,20240928280021007712,1.0,Ocupado,563.0,2,29,5,4
2024,12,2828002,1,77,1,1,20240928280021007713,1.0,Ocupado,,2,10,,5
2024,12,2828002,1,77,1,1,20240928280021007714,1.0,Ocupado,,1,4,,5
2024,12,2828002,1,78,1,1,20230928280021007811,1.0,Ocupado,1500.0,1,58,5,2
2024,12,2828002,1,78,1,1,20230928280021007812,1.0,Desocupado,,2,49,3,5
2024,12,2828002,1,78,1,1,20230928280021007813,1.0,Desocupado,,2,20,10,2
2024,12,2828002,1,79,1,1,20240928280021007911,1.0,Ocupado,1140.0,1,49,6,5
2024,12,2828002,1,79,1,1,20240928280021007912,1.0,Desocupado,,1,21,10,4
2024,12,2828002,1,79,1,1,20240928280021007913,1.0,Desocupado,,1,56,5,2
2024,12,28497,1,91,1,1,202409284971009111,1.0,Ocupado,961.0,2,45,10,2
2024,12,28497,1,91,1,1,202409284971009112,1.0,Ocupado,1200.0,1,52,12,2
2024,12,28497,1,93,1,1,202409284971009311,1.0,Desocupado,,2,79,3,4
2024,12,28497,1,95,1,1,202412284971009511,1.0,Ocupado,1776.0,1,35,6,5
2024,12,28497,1,95,1,1,202412284971009512,1.0,Desocupado,,2,29,6,5
2024,12,28497,1,95,1,1,202412284971009513,1.0,Ocupado,,2,9,,5
2024,12,28497,1,95,1,1,202412284971009514,1.0,Ocupado,,1,6,,5
2024,12,28823,1,104,1,1,202312288231010411,1.0,Ocupado,2050.0,1,55,5,2
2024,12,28823,1,104,1,1,202312288231010412,1.0,Ocupado,1831.0,2,52,11,5
2024,12,28823,1,104,1,1,202312288231010413,1.0,Ocupado,43.0,2,19,10,1
2024,12,28823,1,104,1,1,202312288231010414,1.0,Desocupado,,2,73,5,3
2024,12,28823,1,104,1,1,202312288231010415,1.0,Desocupado,,2,95,3,3
2024,12,28823,1,106,1,1,202312288231010611,1.0,Ocupado,3000.0,1,51,11,5
2024,12,28823,1,106,1,1,202312288231010612,1.0,Desocupado,,2,50,9,3
2024,12,28823,1,106,1,1,202312288231010613,1.0,Desocupado,,1,16,5,4
2024,12,28823,1,106,1,1,202312288231010614,1.0,Desocupado,,2,14,5,2
2024,12,49944,1,101,1,1,202409499441010111,1.0,Ocupado,2598.0,1,26,9,3
2024,12,49944,1,101,1,1,202409499441010112,1.0,Desocupado,,2,27,9,3
2024,12,49944,1,101,1,1,202409499441010113,1.0,Ocupado,,1,6,,5
2024,12,49944,1,101,1,1,202409499441010114,1.0,Ocupado,,1,1,,5
2024,12,49944,1,97,1,1,202409499441009711,1.0,Ocupado,2032.0,1,30,6,5
2024,12,49944,1,97,1,1,202409499441009712,1.0,Desocupado,,2,31,6,5
2024,12,1828802,1,38,1,1,20241218288021003811,1.0,Ocupado,1876.0,1,61,10,2
2024,12,1828802,1,38,1,1,20241218288021003812,1.0,Desocupado,,2,59,6,5
2024,12,1828802,1,38,1,1,20241218288021003813,1.0,Desocupado,,1,31,,5
2024,12,1828802,1,38,1,1,20241218288021003814,1.0,Desocupado,,2,28,,5
2024,12,1828802,1,40,1,1,20241218288021004011,1.0,Ocupado,7200.0,1,53,12,2
2024,12,1828802,1,40,1,1,20241218288021004012,1.0,Ocupado,1025.0,2,54,6,5
2024,12,1828802,1,40,1,1,20241218288021004013,1.0,Desocupado,,2,28,,5
2024,12,1828802,1,40,1,1,20241218288021004014,1.0,Desocupado,,1,27,,5
2024,12,17826,1,45,1,1,202412178261004511,1.0,Ocupado,1800.0,2,35,9,3
2024,12,17826,1,45,1,1,202412178261004512,1.0,Desocupado,,2,77,5,2
2024,12,17826,1,45,1,1,202412178261004513,1.0,Desocupado,,1,77,,5
2024,12,17826,1,51,1,1,202412178261005111,1.0,Ocupado,3160.0,2,40,8,1
2024,12,17826,1,51,1,1,202412178261005112,1.0,Ocupado,2500.0,1,38,6,5
2024,12,17826,1,51,1,1,202412178261005113,1.0,Ocupado,1835.0,1,13,,5
2024,12,2407201,1,44,1,1,20241224072011004411,1.0,Ocupado,1649.0,1,58,6,5
2024,12,2407201,1,44,1,1,20241224072011004412,1.0,Desocupado,,2,51,,5
2024,12,2407201,1,44,1,1,20241224072011004413,1.0,Desocupado,,1,23,,5
2024,12,2407201,1,44,1,1,20241224072011004415,1.0,Desocupado,,2,15,,5
2024,12,47018,1,67,1,1,202412470181006711,1.0,Ocupado,518.0,2,81,3,3
2024,12,47018,1,67,1,1,202412470181006712,1.0,Desocupado,,1,88,4,5
2024,12,47018,1,67,1,1,202412470181006713,1.0,Desocupado,,1,27,,5
2024,12,47018,1,67,1,1,202412470181006714,1.0,Desocupado,,2,28,,5
2024,12,47018,1,67,1,1,202412470181006715,1.0,Ocupado,,2,11,,5
2024,12,27575,1,205,1,1,202412275751020511,1.0,Ocupado,620.0,2,78,3,2
2024,12,27575,1,205,1,1,202412275751020512,1.0,Ocupado,1025.0,2,55,6,5
2024,12,27575,1,206,1,1,202412275751020611,1.0,Ocupado,1025.0,2,31,9,3
2024,12,27575,1,206,1,1,202412275751020612,1.0,Ocupado,1129.0,1,36,6,5
2024,12,27575,1,206,1,1,202412275751020613,1.0,Ocupado,,2,12,,5
2024,12,21027,1,46,1,1,202412210271004611,1.0,Desocupado,,2,82,,5
2024,12,21027,1,46,1,1,202412210271004612,1.0,Desocupado,,2,50,,5
2024,12,21027,1,46,1,1,202412210271004613,1.0,Desocupado,,1,27,,5
2024,12,21027,1,46,1,1,202412210271004614,1.0,Ocupado,2165.0,2,37,11,5
2024,12,21027,1,46,1,1,202412210271004615,1.0,Ocupado,,1,5,,5
2024,12,2952201,1,24,1,1,20241229522011002411,1.0,Desocupado,,2,32,,5
2024,12,2952201,1,24,1,1,20241229522011002412,1.0,Ocupado,3400.0,1,37,11,5
2024,12,20457,1,21,1,1,202412204571002111,1.0,Ocupado,1300.0,2,48,6,5
2024,12,20457,1,21,1,1,202412204571002112,1.0,Desocupado,,1,51,,5
2024,12,20457,1,21,1,1,202412204571002113,1.0,Desocupado,,1,21,,5
2024,12,20457,1,21,1,1,202412204571002114,1.0,Ocupado,,1,8,,5
2024,12,20590,1,83,1,1,202412205901008311,1.0,Desocupado,,1,64,,5
2024,12,20590,1,83,1,1,202412205901008312,1.0,Desocupado,,2,45,6,5
2024,12,20590,1,83,1,1,202412205901008313,1.0,Desocupado,,1,34,,5
2024,12,20590,1,83,1,1,202412205901008314,1.0,Desocupado,,1,17,5,4
2024,12,1923301,1,3,1,1,20241219233011000311,1.0,Ocupado,1835.0,1,55,,5
2024,12,1923301,1,3,1,1,20241219233011000312,1.0,Desocupado,,2,56,,5
2024,12,1923301,1,3,1,1,20241219233011000313,1.0,Desocupado,,1,27,,5
2024,12,1923301,1,3,1,1,20241219233011000314,1.0,Ocupado,1300.0,2,23,,5
2024,12,1923301,1,3,1,1,20241219233011000315,1.0,Ocupado,1700.0,1,25,6,5
2024,12,1923301,1,3,1,1,20241219233011000316,1.0,Ocupado,,1,3,,5
2024,12,2250702,1,40,1,1,20241222507021004011,1.0,Ocupado,1835.0,1,60,,5
2024,12,2250702,1,40,1,1,20241222507021004012,1.0,Desocupado,,2,31,,5
2024,12,2250702,1,40,1,1,20241222507021004013,1.0,Ocupado,1300.0,2,55,,5
2024,12,2250702,1,40,1,1,20241222507021004014,1.0,Ocupado,3000.0,1,33,11,5
2024,12,22595,1,139,1,1,202412225951013911,1.0,Ocupado,1637.0,2,49,6,5
2024,12,22595,1,139,1,1,202412225951013912,1.0,Desocupado,,2,15,5,1
2024,12,22595,1,139,1,1,202412225951013913,1.0,Ocupado,1835.0,1,13,,5
2024,12,2819701,1,118,1,1,20241228197011011811,1.0,Desocupado,,1,49,,5
2024,12,2819701,1,118,1,1,20241228197011011812,1.0,Desocupado,,2,58,,5
2024,12,2819701,1,118,1,1,20241228197011011813,1.0,Desocupado,,2,14,,5
2024,12,2819701,1,118,1,1,20241228197011011814,1.0,Ocupado,900.0,2,27,11,5
2024,12,2819701,1,118,1,1,20241228197011011815,1.0,Desocupado,,1,34,,5
2024,12,2819701,1,118,1,1,20241228197011011816,1.0,Ocupado,,2,2,,5
2024,12,2819701,1,118,1,1,20241228197011011817,1.0,Ocupado,,1,,,5
2024,12,2819701,1,118,1,1,20241228197011011818,1.0,Desocupado,,2,84,,5
2024,12,2819701,1,118,1,1,20241228197011011819,1.0,Desocupado,,2,57,,5
2024,12,27101,1,33,1,1,202412271011003311,1.0,Ocupado,15000.0,1,50,11,5
2024,12,27101,1,33,1,1,202412271011003312,1.0,Desocupado,,2,48,,5
2024,12,27101,1,33,1,1,202412271011003313,1.0,Desocupado,,2,16,,5
2024,12,27101,1,33,1,1,202412271011003314,1.0,Desocupado,,1,14,,5
2024,12,27101,1,33,1,1,202412271011003315,1.0,Ocupado,,1,12,,5
2024,12,27101,1,36,1,1,202412271011003611,1.0,Desocupado,,2,40,,5
2024,12,27101,1,36,1,1,202412271011003612,1.0,Desocupado,,2,74,9,3
2024,12,1812201,1,93,1,1,20240918122011009311,1.0,Ocupado,3100.0,1,43,8,1
2024,12,1812201,1,93,1,1,20240918122011009312,1.0,Desocupado,,2,40,,5
2024,12,1812201,1,93,1,1,20240918122011009313,1.0,Desocupado,,2,21,,5
2024,12,1812201,1,93,1,1,20240918122011009314,1.0,Desocupado,,1,17,,5
2024,12,4724501,1,65,1,1,20230947245011006513,1.0,Ocupado,300.0,2,40,8,1
2024,12,4724501,1,65,1,1,20230947245011006514,1.0,Desocupado,,1,19,,5
2024,12,4724501,1,65,1,1,20230947245011006515,1.0,Ocupado,1835.0,1,15,5,1
2024,12,4724501,1,65,1,1,20230947245011006516,1.0,Ocupado,,1,2,,5
2024,12,4724501,1,65,1,1,20230947245011006511,1.0,Ocupado,1868.0,2,62,6,5
2024,12,4724501,1,65,1,1,20230947245011006512,1.0,Desocupado,,1,42,,5
2024,12,4724501,1,67,1,1,20230947245011006711,1.0,Desocupado,,1,59,6,5
2024,12,4724501,1,67,1,1,20230947245011006712,1.0,Desocupado,,2,53,5,3
2024,12,4724501,1,67,1,1,20230947245011006713,1.0,Desocupado,,2,33,,5
2024,12,4724501,1,67,1,1,20230947245011006714,1.0,Desocupado,,1,31,,5
2024,12,4724501,1,67,1,1,20230947245011006715,1.0,Ocupado,,2,10,,5
2024,12,4724501,1,67,1,1,20230947245011006716,1.0,Ocupado,,2,2,,5
2024,12,4724501,1,68,1,1,20230947245011006811,1.0,Ocupado,1000.0,1,59,10,2
2024,12,4724501,1,68,1,1,20230947245011006812,1.0,Desocupado,,2,49,5,3
2024,12,4724501,1,68,1,1,20230947245011006814,1.0,Desocupado,,2,27,9,3
2024,12,4724501,1,68,1,1,20230947245011006813,1.0,Desocupado,,2,31,,5
2024,12,4724501,1,68,1,1,20230947245011006815,1.0,Ocupado,,2,6,,5
2024,12,18575,1,79,1,1,202309185751007911,1.0,Desocupado,,1,70,,5
2024,12,18575,1,79,1,1,202309185751007912,1.0,Ocupado,2873.0,2,67,11,5
2024,12,18575,1,79,1,1,202309185751007913,1.0,Desocupado,,1,33,,5
2024,12,1761701,1,12,1,1,20231217617011001211,1.0,Ocupado,490.0,2,48,6,5
2024,12,1761701,1,12,1,1,20231217617011001212,1.0,Ocupado,,1,9,,5
2024,12,1761701,1,12,2,1,20231217617011001221,1.0,Ocupado,1343.0,2,25,9,3
2024,12,1761701,1,12,2,1,20231217617011001222,1.0,Ocupado,,1,7,,5
2024,12,2494601,1,13,1,1,20230924946011001311,1.0,Ocupado,1300.0,1,53,10,3
2024,12,2494601,1,13,1,1,20230924946011001312,1.0,Desocupado,,1,24,,5
2024,12,2494601,1,13,1,1,20240924946011001313,1.0,Ocupado,3500.0,1,22,11,5
2024,12,2494601,1,13,1,1,20230924946011001313,1.0,Desocupado,,2,19,,5
2024,12,2494601,1,13,1,1,20230924946011001314,1.0,Desocupado,,1,16,5,3
2024,12,2494601,1,13,1,1,20230924946011001315,1.0,Ocupado,,1,11,,5
2024,12,23790,1,54,1,1,202409237901005411,1.0,Desocupado,,2,64,6,5
2024,12,23790,1,54,1,1,202409237901005412,1.0,Ocupado,450.0,1,71,5,2
2024,12,23790,1,54,1,1,202409237901005413,1.0,Desocupado,,2,39,,5
2024,12,23790,1,54,1,1,202409237901005414,1.0,Desocupado,,1,42,,5
2024,12,23790,1,54,1,1,202409237901005415,1.0,Ocupado,,1,2,,5
2024,12,2396302,1,24,1,1,20240923963021002411,1.0,Desocupado,,1,57,,5
2024,12,2396302,1,24,1,1,20240923963021002412,1.0,Desocupado,,2,51,,5
2024,12,2396302,1,24,1,1,20240923963021002413,1.0,Desocupado,,1,18,10,1
2024,12,2396302,1,24,1,1,20240923963021002414,1.0,Desocupado,,1,15,5,2
2024,12,27396,1,16,1,1,202309273961001611,1.0,Desocupado,,1,65,,5
2024,12,27396,1,16,1,1,202309273961001612,1.0,Desocupado,,2,65,9,3
2024,12,27396,1,16,1,1,202409273961001612,1.0,Desocupado,,1,35,,5
2024,12,27396,1,16,1,1,202309273961001613,1.0,Desocupado,,2,24,,5
2024,12,27396,1,16,1,1,202412273961001615,1.0,Desocupado,,2,31,,5
2024,12,27396,1,16,1,1,202412273961001616,1.0,Ocupado,,2,7,,5
2024,12,47117,1,110,1,1,202409471171011011,1.0,Desocupado,,2,81,9,5
2024,12,47117,1,110,1,1,202409471171011012,1.0,Desocupado,,2,43,,5
2024,12,47117,1,110,1,1,202409471171011013,1.0,Ocupado,2500.0,1,42,11,5
2024,12,47117,1,110,1,1,202409471171011014,1.0,Desocupado,,2,86,11,5
2024,12,49555,1,12,1,1,202309495551001211,1.0,Desocupado,,1,36,,5
2024,12,49555,1,12,1,1,202309495551001212,1.0,Desocupado,,2,29,8,1
2024,12,49555,1,12,1,1,202309495551001213,1.0,Ocupado,,1,4,,5
2024,12,49555,1,12,1,1,202312495551001212,1.0,Ocupado,1300.0,2,59,,5
2024,12,49555,1,13,1,1,202309495551001311,1.0,Desocupado,,1,51,,5
2024,12,49555,1,13,1,1,202309495551001312,1.0,Desocupado,,2,49,4,5
2024,12,49555,1,13,1,1,202309495551001313,1.0,Desocupado,,1,20,10,3
2024,12,49555,1,13,1,1,202412495551001315,1.0,Ocupado,1300.0,2,23,,5
2024,12,49555,1,13,1,1,202412495551001316,1.0,Ocupado,1835.0,1,20,,5
2024,12,24621,1,5,1,1,202309246211000511,1.0,Ocupado,1935.0,2,75,5,2
2024,12,24621,1,5,1,1,202409246211000512,1.0,Desocupado,,1,77,,5
2024,12,24621,1,5,1,1,202409246211000513,1.0,Desocupado,,1,49,,5
2024,12,29456,1,25,1,1,202409294561002511,1.0,Desocupado,,1,64,,5
2024,12,29456,1,25,1,1,202409294561002512,1.0,Desocupado,,2,66,9,3
2024,12,29456,1,25,1,1,202409294561002513,1.0,Ocupado,3000.0,2,27,11,5
2024,12,20580,1,98,1,1,202309205801009811,1.0,Ocupado,1835.0,1,50,,5
2024,12,20580,1,98,1,1,202309205801009812,1.0,Ocupado,1300.0,2,41,6,5
2024,12,20580,1,98,1,1,202309205801009813,1.0,Desocupado,,1,21,,5
2024,12,20580,1,98,1,1,202309205801009814,1.0,Desocupado,,2,15,,5
2024,12,23233,1,19,1,1,202409232331001911,1.0,Desocupado,,1,58,,5
2024,12,23233,1,19,1,1,202409232331001912,1.0,Desocupado,,2,59,6,5
2024,12,23233,1,19,1,1,202409232331001913,1.0,Desocupado,,2,26,,5
2024,12,23233,1,19,1,1,202409232331001914,1.0,Desocupado,,1,23,,5
2024,12,47541,1,34,1,1,202312475411003411,1.0,Ocupado,866.0,1,56,6,5
2024,12,47541,1,34,1,1,202312475411003412,1.0,Desocupado,,1,61,11,5
2024,12,2531502,1,110,1,1,20230925315021011011,1.0,Desocupado,,2,90,,5
2024,12,2531502,1,110,1,1,20230925315021011013,1.0,Desocupado,,2,56,,5
2024,12,2531502,1,110,1,1,20230925315021011012,1.0,Desocupado,,2,60,6,5
2024,12,2531502,1,110,1,1,20230925315021011017,1.0,Desocupado,,1,59,,5
2024,12,2531502,1,110,1,1,20230925315021011014,1.0,Desocupado,,2,81,,5
2024,12,2531502,1,111,1,1,20230925315021011111,1.0,Desocupado,,1,60,6,5
2024,12,2531502,1,111,1,1,20230925315021011113,1.0,Ocupado,2000.0,2,61,6,5
2024,12,2531502,1,111,1,1,20230925315021011112,1.0,Desocupado,,1,34,,5
2024,12,2531502,1,111,1,1,20230925315021011114,1.0,Ocupado,3520.0,2,33,9,3
2024,12,2531502,1,111,1,1,20230925315021011115,1.0,Ocupado,,1,9,,5
2024,12,2531502,1,112,1,1,20240925315021011211,1.0,Desocupado,,2,41,,5
2024,12,2531502,1,112,1,1,20240925315021011212,1.0,Ocupado,,2,10,,5
2024,12,2531502,1,112,1,1,20240925315021011213,1.0,Desocupado,,2,72,,5
2024,12,2531502,1,112,1,1,20240925315021011214,1.0,Desocupado,,2,68,11,5
2024,12,25342,1,133,1,1,202312253421013311,1.0,Desocupado,,2,70,,5
2024,12,25342,1,133,1,1,202312253421013312,1.0,Desocupado,,2,40,,5
2024,12,25342,1,133,1,1,202312253421013315,1.0,Desocupado,,1,41,,5
2024,12,25342,1,133,1,1,202312253421013313,1.0,Ocupado,,1,11,,5
2024,12,25342,1,133,1,1,202312253421013314,1.0,Ocupado,,1,6,,5
2024,12,25342,1,133,1,1,202312253421013316,1.0,Desocupado,,2,37,9,3
